client_id,site_id,client_name,website,website_confidence,primary_carwash_type,classify_confidence,secondary_types,reasoning,is_express
championxpresscw_000216,47,Champion Xpress CW,https://champxpress.com/,90,Unknown,0.1,,"The provided website text does not include sufficient information to classify the type of car wash being offered. It primarily consists of policies, terms and conditions, and general business information without describing the type of wash services or operations. No keywords or markers indicative of any specific car wash type (e.g., 'express tunnel', 'self-serve', 'touchless', etc.) were detected.",Express
championxpresscw_000216,48,Champion Xpress CW,https://champxpress.com/,90,Unknown,0.1,,"The provided website text does not include sufficient information to classify the type of car wash being offered. It primarily consists of policies, terms and conditions, and general business information without describing the type of wash services or operations. No keywords or markers indicative of any specific car wash type (e.g., 'express tunnel', 'self-serve', 'touchless', etc.) were detected.",Express
championxpresscw_000216,49,Champion Xpress CW,https://champxpress.com/,90,Unknown,0.1,,"The provided website text does not include sufficient information to classify the type of car wash being offered. It primarily consists of policies, terms and conditions, and general business information without describing the type of wash services or operations. No keywords or markers indicative of any specific car wash type (e.g., 'express tunnel', 'self-serve', 'touchless', etc.) were detected.",Express
championxpresscw_000216,50,Champion Xpress CW,https://champxpress.com/,90,Unknown,0.1,,"The provided website text does not include sufficient information to classify the type of car wash being offered. It primarily consists of policies, terms and conditions, and general business information without describing the type of wash services or operations. No keywords or markers indicative of any specific car wash type (e.g., 'express tunnel', 'self-serve', 'touchless', etc.) were detected.",Express
championxpresscw_000216,51,Champion Xpress CW,https://champxpress.com/,90,Unknown,0.1,,"The provided website text does not include sufficient information to classify the type of car wash being offered. It primarily consists of policies, terms and conditions, and general business information without describing the type of wash services or operations. No keywords or markers indicative of any specific car wash type (e.g., 'express tunnel', 'self-serve', 'touchless', etc.) were detected.",Express
championxpresscw_000216,52,Champion Xpress CW,https://champxpress.com/,90,Unknown,0.1,,"The provided website text does not include sufficient information to classify the type of car wash being offered. It primarily consists of policies, terms and conditions, and general business information without describing the type of wash services or operations. No keywords or markers indicative of any specific car wash type (e.g., 'express tunnel', 'self-serve', 'touchless', etc.) were detected.",Express
championxpresscw_000216,54,Champion Xpress CW,https://champxpress.com/,90,Unknown,0.1,,"The provided website text does not include sufficient information to classify the type of car wash being offered. It primarily consists of policies, terms and conditions, and general business information without describing the type of wash services or operations. No keywords or markers indicative of any specific car wash type (e.g., 'express tunnel', 'self-serve', 'touchless', etc.) were detected.",Express
championxpresscw_000216,55,Champion Xpress CW,https://champxpress.com/,90,Unknown,0.1,,"The provided website text does not include sufficient information to classify the type of car wash being offered. It primarily consists of policies, terms and conditions, and general business information without describing the type of wash services or operations. No keywords or markers indicative of any specific car wash type (e.g., 'express tunnel', 'self-serve', 'touchless', etc.) were detected.",Express
championxpresscw_000216,56,Champion Xpress CW,https://champxpress.com/,90,Unknown,0.1,,"The provided website text does not include sufficient information to classify the type of car wash being offered. It primarily consists of policies, terms and conditions, and general business information without describing the type of wash services or operations. No keywords or markers indicative of any specific car wash type (e.g., 'express tunnel', 'self-serve', 'touchless', etc.) were detected.",Express
champscarwash_000290,1,Champs Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
circlek_000060,1,Circle K,,0,Unknown,0.0,,no confident website found,Unknown
circlek_000060,2,Circle K,https://midlandstores.com/,90,Unknown,0.1,,"The scraped text from the website does not provide any specific information or markers related to car wash services. Instead, the content focuses on convenience store offerings like fuel discounts, food, drinks, and loyalty rewards programs. No keywords or context relevant to car wash types were detected, such as 'wash bays,' 'automatic wash,' 'hand wash,' or any clear indicators of car care services. Therefore, the classification is marked as 'Unknown' with a low confidence score due to the absence of relevant data.",Unknown
circlek_000060,4,Circle K,https://midlandstores.com/,90,Unknown,0.2,,"The scraped website text primarily describes a convenience store that offers fuel, food, drinks, and various rewards programs (Go & Grow Perks and Bonus Buy Club). However, there is no explicit mention of any car wash services, methods, or features such as tunnels, self-serve bays, in-bay automatic machinery, touchless systems, or hand wash/detail offerings. The content is focused on other services like fuel, food, and promotions, leaving the presence of any car wash options uncertain.",Unknown
circlek_000060,3,Circle K,https://midlandstores.com/,90,Unknown,0.2,,"Based on the provided scraped text, the website primarily focuses on promoting a convenience store with a loyalty rewards program (Go & Grow Perks) and food/beverage promotions. There is no mention of any car wash services, automotive care, or detailing-related offerings. Keywords or markers associated with car wash types (e.g., 'tunnel', 'vacuum', 'wash bay', 'hand wash', 'touchless', etc.) are entirely absent from the content. Therefore, it is identified as 'Unknown' with low confidence due to the lack of relevant markers for classification.",Unknown
citgocarwash_000035,1,Citgo Car Wash,www.citgo.com,95,Unknown,0.1,,"The scraped text primarily discusses CITGO's fuel refining, marketing, and infrastructure operations, including refineries, transportation fuel, lubricants, pipelines, and corporate operations. There is no mention or indication of car wash services or any relevant markers (e.g., Express Tunnel, Full Service, In-Bay Automatic, Self-Serve, etc.) directly or indirectly related to car wash types. Therefore, the car wash type cannot be determined based on the provided text.",Unknown
classiccleancw_000750,3,Classic Clean Car Wash,http://www.classicclean.com/,90,Unknown,0.1,,"The provided scraped website text contains no meaningful information about the car wash type, services, or operations. The website returned a 403 Forbidden error, and the only content available refers to requiring JavaScript and cookies to continue. Since no markers or relevant terms for any car wash category were identified, the classification is set to 'Unknown' with very low confidence.",Unknown
clean_000473,1,Clean,www.cleancw.com,95,Unknown,0.2,,"The provided text primarily lists the locations, addresses, phone numbers, and operating hours for 'Clean Car Wash.' The text lacks detailed descriptions of the type of car wash services offered (e.g., express tunnel, full service, self-serve, etc.) and does not mention any specific markers like 'unlimited memberships,' 'self-serve bays,' 'touchless technology,' or 'interior cleaning.' There is no indication of package options or service details, making it impossible to classify the car wash under any specific category with confidence. The lack of service-related details results in a low confidence score and classification as 'Unknown.'",Unknown
cleancarwash_000496,1,Clean Car Wash,www.cleancw.com,95,Unknown,0.2,,"The provided text primarily lists the locations, addresses, phone numbers, and operating hours for 'Clean Car Wash.' The text lacks detailed descriptions of the type of car wash services offered (e.g., express tunnel, full service, self-serve, etc.) and does not mention any specific markers like 'unlimited memberships,' 'self-serve bays,' 'touchless technology,' or 'interior cleaning.' There is no indication of package options or service details, making it impossible to classify the car wash under any specific category with confidence. The lack of service-related details results in a low confidence score and classification as 'Unknown.'",Unknown
clean_000473,4,Clean,www.cleancw.com,95,Unknown,0.2,,"The provided text primarily outlines the locations, phone numbers, and operating hours of various Clean Car Wash facilities. However, it does not include sufficient details about the type of car wash services offered at these locations. For example, there is no mention of express tunnels, full-service options, automatic bays, self-serve bays, touchless systems, hand wash/detailing, or any specific service packages or characteristics that align with the defined categories. The lack of descriptive keywords or service offerings makes classification inconclusive.",Unknown
clean_000473,5,Clean,www.cleancw.com,95,Unknown,0.2,,"The provided website text lacks any specific details about the type of car wash service offered. It primarily lists locations, hours of operation, and contact information, but does not mention any keywords or phrases associated with specific car wash categories such as Express Tunnel, Full Service, In-Bay Automatic, Self-Serve, Touchless, Hand Wash / Detail, Flex, or Mobile. Without more specific information about the services offered at these locations, I cannot confidently classify the car wash type.",Unknown
clean_000473,2,Clean,www.cleancw.com,95,Unknown,0.2,,"The provided scraped text predominantly contains location addresses, operation hours, and contact information for the Clean Car Wash. Unfortunately, there is no specific information about the type of services offered at these car wash locations. There is no mention of terms such as 'express tunnel,' 'self-serve,' 'full service,' 'hand wash,' or other key markers that would help classify the car wash into any of the predefined categories. Without explicit markers or additional details about the type of car wash services, the classification is uncertain.",Unknown
clean_000473,6,Clean,www.cleancw.com,95,Unknown,0.2,,"The provided scraped text includes locations, operating hours, phone numbers, and addresses for various Clean Car Wash locations. However, there is no mention of specific services or features that indicate which category of car wash this business falls under. Keywords or markers for the classifications (e.g., 'express tunnel,' 'interior cleaning,' 'automatic wash bay,' 'self-serve') were not found. Therefore, the information is insufficient to definitively classify this car wash, leading to a primary_type classification of 'Unknown' with a low confidence score of 0.2.",Unknown
claytongaswash_000755,1,Clayton Gas & Wash,,0,Unknown,0.0,,no confident website found,Unknown
clearwashb,1,Clearwash Airport,https://clearwashcalgary.com/,90,Unknown,0.1,,"The scraped website text does not provide any relevant information about the car wash type. The content only mentions a critical error on the website and a link to WordPress troubleshooting documentation. The title 'ClearWash Calgary – Exclusive car wash and detailing' hints at potential detailing services but lacks substantive details to classify it as Hand Wash / Detail or any other category definitively. Hence, classified as 'Unknown'.",Unknown
crosswater_000037,1,Crosswater Car Wash,https://clubcarwash.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTAyOTY1OTg4My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,90,Unknown,0.2,,"The scraped text does not contain any relevant information about car wash services or operations. It appears to be a login page for a ServiceNow-related platform, with no markers or content referencing car wash features, services, or types. The URL suggests a connection to 'Club Car Wash,' but the page content does not provide any details to classify the type of car wash.",Unknown
colonialcw_000420,5,Colonial Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
darbycw_000735,1,Darby Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
demo_client,1,Sonnys Demo,,0,Unknown,0.0,,no confident website found,Unknown
dazzlers_000825,1,Dazzler's,,0,Unknown,0.0,,no confident website found,Unknown
demo_client,2,Sonnys Demo,,0,Unknown,0.0,,no confident website found,Unknown
demo_client,6,Sonnys Demo,,0,Unknown,0.0,,no confident website found,Unknown
demo_client,7,Sonnys Demo,,0,Unknown,0.0,,no confident website found,Unknown
demo_client,12,Sonnys Demo,,0,Unknown,0.0,,no confident website found,Unknown
demo_client,13,Sonnys Demo,,0,Unknown,0.0,,no confident website found,Unknown
demo_client,24,Sonnys Demo,,0,Unknown,0.0,,no confident website found,Unknown
demo_client,28,Sonnys Demo,,0,Unknown,0.0,,no confident website found,Unknown
dirtydogsga_000843,1,Dirty Dogs 2,,0,Unknown,0.0,,no confident website found,Unknown
dirtydogsga_000843,2,Dirty Dogs 2,,0,Unknown,0.0,,no confident website found,Unknown
dixhillscw_000517,1,Dix Hill Car Wash New,,0,Unknown,0.0,,no confident website found,Unknown
doresmobile_000774,1,Dore's Mobile,,0,Unknown,0.0,,no confident website found,Unknown
elcarwash_000738,1,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The scraped text contains no information related to the car wash's operations, services, or offerings. The only content present is related to a CAPTCHA challenge, CDN security, and unrelated placeholder elements. As a result, I cannot confidently classify the car wash into any specific category.",Unknown
elcarwash_000738,5,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The scraped text contains no information related to the car wash's operations, services, or offerings. The only content present is related to a CAPTCHA challenge, CDN security, and unrelated placeholder elements. As a result, I cannot confidently classify the car wash into any specific category.",Unknown
elcarwash_000738,6,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The scraped text contains no information related to the car wash's operations, services, or offerings. The only content present is related to a CAPTCHA challenge, CDN security, and unrelated placeholder elements. As a result, I cannot confidently classify the car wash into any specific category.",Unknown
elcarwash_000738,8,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The scraped text contains no information related to the car wash's operations, services, or offerings. The only content present is related to a CAPTCHA challenge, CDN security, and unrelated placeholder elements. As a result, I cannot confidently classify the car wash into any specific category.",Unknown
elcarwash_000738,9,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The scraped text contains no information related to the car wash's operations, services, or offerings. The only content present is related to a CAPTCHA challenge, CDN security, and unrelated placeholder elements. As a result, I cannot confidently classify the car wash into any specific category.",Unknown
elcarwash_000738,10,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The scraped text contains no information related to the car wash's operations, services, or offerings. The only content present is related to a CAPTCHA challenge, CDN security, and unrelated placeholder elements. As a result, I cannot confidently classify the car wash into any specific category.",Unknown
elcarwash_000738,11,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The scraped text contains no information related to the car wash's operations, services, or offerings. The only content present is related to a CAPTCHA challenge, CDN security, and unrelated placeholder elements. As a result, I cannot confidently classify the car wash into any specific category.",Unknown
elcarwash_000738,12,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The scraped text contains no information related to the car wash's operations, services, or offerings. The only content present is related to a CAPTCHA challenge, CDN security, and unrelated placeholder elements. As a result, I cannot confidently classify the car wash into any specific category.",Unknown
elcarwash_000738,2,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The provided scraped text contains general information about El Car Wash, including its locations in Florida and Michigan and a mention of upcoming locations. However, the text lacks specific details about the services provided. There are no clear indicators or markers detected that suggest this car wash falls into one of the predefined categories (e.g., Express Tunnel, Full Service, In-Bay Automatic, etc.). Without further context or detail, the classification remains 'Unknown'. Confidence is low due to the absence of relevant markers or keywords.",Unknown
dublinwash_000802,1,Dublin Wash,,0,Unknown,0.0,,no confident website found,Unknown
elcarwash_000738,4,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The provided scraped content primarily includes high-level branding, location information, and navigation links without describing the types of car wash operations or services offered. There are no clear operational keywords or features that align with any of the predefined car wash classifications. Due to the lack of actionable operational details, the car wash type cannot be reliably determined.",Unknown
evergreencarwash_000209,1,Evergreen Car Wash,www.locations.valero.com,95,Unknown,0.0,,empty scrape,Unknown
evolutioncw_000210,1,Evolution Car Wash,www.evolutioncarwashes.com,95,Unknown,0.0,,empty scrape,Unknown
evolutioncw_000210,3,Evolution Car Wash,www.evolutioncarwashes.com,95,Unknown,0.0,,empty scrape,Unknown
elcarwash_000738,3,El Car Wash,https://elcarwash.com,95,Unknown,0.2,,"The provided scraped text contains very limited information about the type of car wash offered by 'El Car Wash'. While it references their website and possible regional locations, there are no explicit details or markers indicating the specific category of car wash services (e.g., express tunnel, self-serve, full service, etc.). Keywords like 'conveyor', 'hand wash', 'vacuum', 'touchless', or 'automatic' are absent. As such, the classification remains unknown due to insufficient evidence in the data provided.",Unknown
ezcarwash_000374,1,EZ Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
fastpasscarwash_000225,1,Fast Pass Car Wash,https://www.carwashhere.com/fast-pass-car-wash-inc-lompoc-ca/,90,Unknown,0.3,,"The provided text contains limited information about the car wash services. While it includes basic details such as the location, working hours, and some image references, it lacks specific markers or keywords related to car wash types (e.g., 'conveyor,' 'self-serve,' 'vacuum,' 'hand wash,' etc.). No services, features, or packages were explicitly described, making it challenging to classify the type of car wash based on the available content.",Unknown
fastlapcw_000230,1,Fast Lap Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
fastnfuriouscw_000519,1,Fast N Furious,,0,Unknown,0.0,,no confident website found,Unknown
finenshine_000228,1,Fine N Shine,,0,Unknown,0.0,,no confident website found,Unknown
fullthrottle_000020,1,Full Throttle Car Wash,https://champxpress.com/,90,Unknown,0.1,,"The provided website text does not include sufficient information to classify the type of car wash being offered. It primarily consists of policies, terms and conditions, and general business information without describing the type of wash services or operations. No keywords or markers indicative of any specific car wash type (e.g., 'express tunnel', 'self-serve', 'touchless', etc.) were detected.",Unknown
fugeautospa_000834,1,The Fuge Auto Spa,https://thefugeautospa.com/,90,Unknown,0.2,,"The scraped text indicates that the website is private and inaccessible (error 401: Unauthorized). There is no relevant information present to classify the car wash type accurately. The website's contents are not visible, and therefore no markers related to any specific car wash type can be detected. In the absence of sufficient data, the classification defaults to 'Unknown'.",Unknown
gamebird_000520,1,Gamebird Pahrump Circle K,,0,Unknown,0.0,,no confident website found,Unknown
gocleancw_000426,1,Go Clean Car Wash,www.gocleancarwash.com,95,Unknown,0.0,,"The provided scraped text contains no substantial content or markers that can be used to determine the type of car wash. It includes only the title, URL, and a placeholder for 'Markdown Content' without any relevant details about services, features, or operations. Therefore, classification is not possible with this information.",Unknown
gocleancw_000426,3,Go Clean Car Wash,www.gocleancarwash.com,95,Unknown,0.2,,"The scraped text provides no relevant information about the services or features of a car wash. The content appears to be generic placeholder text related to the domain example documentation, and no markers indicative of car wash types are present.",Unknown
glenviewcw_000778,1,Wali Wash,,0,Unknown,0.0,,no confident website found,Unknown
gocleancw_000426,2,Go Clean Car Wash,www.gocleancarwash.com,95,Unknown,0.0,,The provided scraped text does not contain sufficient information to classify the car wash into any specific type. There are no keywords or markers suggesting the presence of specific car wash services or business models.,Unknown
greatnorthaw_000297,1,Great North Auto Wash,www.thegreatnorthautowash.com,95,Unknown,0.0,,empty scrape,Unknown
greenvalleygrocery_000758,1,Green Valley Grocery,www.gvsupermarket.com,95,Unknown,0.1,,"The scraped website text does not provide any information related to car wash services, equipment, packages, or operational styles. It appears to describe a supermarket with an inactive website due to scheduled maintenance. There are no keywords or indicators to classify this entity as a specific type of car wash.",Unknown
greenvalleygrocery_000758,4,Green Valley Grocery,www.gvsupermarket.com,95,Unknown,0.1,,"The scraped text does not provide any relevant information about car wash services or operations. The content primarily discusses the maintenance of the website, with no reference to car washes or related keywords. Therefore, the car wash type cannot be identified.",Unknown
greenvalleygrocery_000758,3,Green Valley Grocery,www.gvsupermarket.com,95,Unknown,0.0,,"The provided text contains no relevant information regarding car wash services. It appears to be a placeholder or maintenance message for a supermarket's website. Therefore, no car wash type can be confidently determined from the given text.",Unknown
haffners_000014,2,Haffners,https://www.haffners.com/gas-stations/lawrence-ma-3101,90,Unknown,0.15,,"The scraped content appears to be a cached snapshot and includes irrelevant metadata (e.g., tracking probe image), and no meaningful text providing insights into the car wash's features or operating style. There are no mentions of car wash-related keywords or markers that align with any of the defined classifications.",Unknown
haffners_000014,1,Haffners,https://www.haffners.com/gas-stations/lawrence-ma-3101,90,Unknown,0.05,,"The scraped website text does not contain any relevant information regarding car wash services. Instead, it seems to describe an unrelated URL and metadata about tracking, with no markers or terminologies associated with any type of car wash. As a result, the car wash type cannot be classified.",Unknown
haffners_000014,3,Haffners,https://www.haffners.com/car-washes/lawrence-ma-3103,90,Unknown,0.1,,"The scraped text does not contain any relevant information about the type of car wash offered. It appears to include references to an unrelated tracking URL and provides no concrete details about services, features, or descriptions of the car wash. Therefore, classification cannot be confidently determined.",Unknown
haffners_000014,5,Haffners,https://www.haffners.com/gas-stations/tewksbury-ma,90,Unknown,0.0,,"The scraped text does not contain any relevant information about car wash services or operations. Instead, it includes non-relevant content such as a URL, a 1x1 image description, and tracker-related text. No identifying markers of any car wash type (e.g., conveyor, vacuum, or hand wash terminology) were detected.",Unknown
haffners_000014,4,Haffners,https://www.haffners.com/gas-stations/north-andover-ma,90,Unknown,0.2,,"The scraped text contains no relevant information about car wash type, services, or capabilities. It instead includes non-contextual content such as a tracking probe link and a generic webpage description. Due to the lack of car wash-related markers or terms, the classification defaults to 'Unknown' with low confidence.",Unknown
haffners_000014,6,Haffners,https://www.haffners.com/gas-stations/methuen-ma,90,Unknown,0.1,,"The provided text contains no relevant details about car wash operations, types, features, or services. It includes a URL and mentions unrelated technical information like '1x1 image' or 'tracker probe.' There is no basis for confidently classifying the car wash type.",Unknown
haffners_000014,7,Haffners,https://www.haffners.com/gas-stations/tewksbury-ma,90,Unknown,0.1,,"The scraped content appears unrelated to a car wash business and includes no relevant information about car wash services or the types of services offered. As the provided text mentions a tracking pixel and no content about car wash facilities, I cannot classify this with confidence.",Unknown
haffners_000014,12,Haffners,https://www.haffners.com/gas-stations/lawrence-ma-3101,90,Unknown,0.05,,"The scraped website text does not contain any relevant information regarding car wash services. Instead, it seems to describe an unrelated URL and metadata about tracking, with no markers or terminologies associated with any type of car wash. As a result, the car wash type cannot be classified.",Unknown
haffners_000014,15,Haffners,https://www.haffners.com/gas-stations/methuen-ma,90,Unknown,0.1,,"The provided text contains no relevant details about car wash operations, types, features, or services. It includes a URL and mentions unrelated technical information like '1x1 image' or 'tracker probe.' There is no basis for confidently classifying the car wash type.",Unknown
haffners_000014,9,Haffners,https://haffners.com/?utm_source=GMB_HaffnersSalemNH&utm_medium=organic&y_source=1_NzE5MzM4ODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,90,Unknown,0.0,,"The scraped text does not provide any meaningful or relevant information about the type of car wash service offered. The content appears to be a URL, a title, and a description of a tracking pixel/image. There are no markers or keywords related to car wash services present in the provided text.",Unknown
haffners_000014,10,Haffners,https://www.haffners.com/gas-stations/hudson-nh,90,Unknown,0.1,,"The scraped webpage content doesn't provide any relevant information related to car wash operations, services, or associated keywords (e.g., Express Tunnel, Full Service, In-Bay Automatic, etc.). The data contains irrelevant or unrelated details like '1x1 image, likely a tracker probe,' with no reference to car wash-specific offerings. Due to the lack of actionable details, classification is marked as 'Unknown' with very low confidence.",Unknown
haffners_000014,8,Haffners,,0,Unknown,0.0,,no confident website found,Unknown
haffners_000014,13,Haffners,,0,Unknown,0.0,,no confident website found,Unknown
hang10cw_000469,1,Hang 10,www.hang10carwash.com,95,Unknown,0.2,,"The provided scraped text contains no substantial information about the car wash's services, as it only includes error messages and metadata related to the website's loading and response. Without any specific markers or keywords to analyze (e.g., services offered, features, or operational details), the classification defaults to 'Unknown' with a low confidence score.",Unknown
herocarwash_000253,1,Hero Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
intracoastalcw_000313,1,Intracoastal Car Wash,www.intracoastalcarwash.com,95,Unknown,0.1,,"The scraped text contains no information related to the car wash services offered by the website. Instead, it details a DNS resolution error and technical information involving Cloudflare. No clear markers or keywords related to car wash types (e.g., Express Tunnel, Full Service, etc.) are present. Therefore, classification is not possible based on the available data.",Unknown
ikocarwash_000359,1,IKO Car Wash,www.ikocarwash.com,95,Unknown,0.1,,"The scraped website text does not provide any information related to car wash services or classifications. The content seems unrelated, mentioning a tracking probe and a cached snapshot with no relevant keywords or markers to deduce the type of car wash. The confidence is set to 0.1 due to the complete lack of relevant data.",Unknown
huzzyscw_000571,1,Huzzy's Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
jetscarwashdetail_000516,1,Jets Car Wash and Detail,https://jetscarwash.com/,90,Unknown,0.0,,empty scrape,Unknown
jonesarco_000672,1,Jones Arco,,0,Unknown,0.0,,no confident website found,Unknown
kalloscw_000737,1,Kallos Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
kendigscarwash_000029,1,LA Xpress Car Wash,,0,Unknown,0.0,,no confident website found,Express
kentoncw_000450,1,In-N-Out Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
legacycw_000711,1,Legacy Car Wash,,0,Unknown,0.0,,no confident website found,Unknown
lightningfast_000039,1,Lightning Fast,www.lightningfastcarwash.com,95,Unknown,0.0,,"The provided website content does not contain sufficient information to determine the car wash type. The text lacks any relevant markers or keywords associated with specific car wash services (e.g., 'express tunnel,' 'self-serve,' 'hand wash,' etc.). Additionally, the presence of hidden iframes and the absence of relevant descriptive content hinder the classification process.",Unknown
liquidsunshine_000493,1,Liquid Sunshine,,0,Unknown,0.0,,no confident website found,Unknown
magictunnel_000072,2,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,6,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,7,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,8,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,9,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,10,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,11,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,12,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,13,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,14,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,15,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,16,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,17,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnelcw_000721,1,Magic Tunnel Car Wash,www.magictw.com,95,Unknown,0.1,,The scraped text indicates the target website is not available and returns a 404 error. There are no keywords or indications in the text that suggest any particular type of car wash operation. The site itself does not provide any relevant information about services or attributes related to car washing.,Express
magictunnel_000072,1,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.85,,"The scraped text indicates that the website associated with the provided URL is unavailable. The error 404 message and references to domain mapping and DNS records suggest that the site is inactive or misconfigured. Additionally, there are no keywords or information related to car wash services, types, or features in the text. Therefore, it is impossible to classify the car wash based on the provided data.",Express
magictunnel_000072,3,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.75,,"The scraped text indicates that the website is not operational, returning a 404 error. There are no specific references to car wash types, services, or relevant keywords that could enable classification into any category. The detected markers further reinforce the lack of actionable information related to car washes.",Express
magictunnel_000072,4,Magic Tunnel Carwash,www.magictw.com,95,Unknown,0.95,,"The scraped website text indicates that the target URL leads to an inactive domain, with a 404 error and no relevant car wash-related content detected. There is no identifiable information about the type of car wash or services provided. Thus, the classification cannot be determined.",Express
magicmex_000687,1,Magic Mex,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,1,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,4,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,5,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,8,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,9,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,11,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,12,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,13,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,19,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,20,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,25,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,39,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
magnolia_000414,41,Magnolia,,0,Unknown,0.0,,no confident website found,Unknown
