client_id,site_id,client_name,website,website_confidence,primary_carwash_type,classify_confidence,secondary_types,reasoning
bluepenguincw_000433,1,Blue Penguin Car Wash,www.bluepenguincarwash.com,95,Flex,0.95,Express Tunnel;Full Service,"The scraped website content indicates that Blue Penguin Car Wash provides two main tiers of services: express exterior washes (with unlimited membership options and conveyor/tunnel services) and interior cleaning services (such as vacuuming, glass cleaning, and dash wiping) at select locations. This combination aligns with a Flex car wash model, which merges express exterior cleaning with full service options. Found perks such as vacuums, microfiber towels, mat cleaners, and premium waxing indicate attention to both express and detailing needs. The company makes significant use of express tunnel markers (e.g., quick washes and unlimited membership), while also supporting full service features like interior cleaning, waiting areas, and hand waxing, making Flex the best classification overall."
blueiguanacw_000349,6,Blue Iguana,https://blueiguana.com/,90,Express Tunnel,0.95,Touchless,"The scraped text heavily emphasizes features such as unlimited membership options through 'The Wash Club,' the ability to wash every day, and free vacuums for all customers, which are strong indicators of an Express Tunnel car wash model. Additionally, some features like the mention of a 'Ceramic Finish' may imply some touchless components, particularly in their higher-tier packages. However, there is no explicit mention of staying in the vehicle, so the classification is inferred based on other markers of this car wash type."
bluepenguincw_000433,2,Blue Penguin Car Wash,www.bluepenguincarwash.com,95,Flex,0.95,Express Tunnel;Full Service;Hand Wash / Detail,"The website content emphasizes both express exterior wash services (e.g., express tunnel, unlimited membership, fast and convenient washing, customer-centered service) and the availability of full-service options (e.g., interior cleaning, hand wax application, microfiber towels, mat cleaning). This combination aligns with the 'Flex' car wash type, as it caters to customers seeking either express exterior services or more detailed interior/exterior cleaning. Additional detected markers such as the unlimited wash plans, customer-centered perks, and eco-friendly focus further confirm that Blue Penguin Car Wash offers versatile service packages."
bluepenguincw_000433,3,Blue Penguin Car Wash,www.bluepenguincarwash.com,95,Flex,0.95,Express Tunnel;Full Service,"The primary classification is 'Flex' because Blue Penguin Car Wash offers both express exterior washes and full-service options, as evidenced by their 'Express Wash' and 'Interior Cleaning' services. They include features typical of Express Tunnel operations, like conveyors and unlimited membership options, alongside Full Service elements such as thorough interior cleaning and hand wax application. Additional perks like free vacuums and mat cleaners add convenience and value but do not define the primary type alone. The detected markers strongly support a Flex classification due to the coexistence of these different service types, providing customers with multiple tiers of options."
bluerainexp_000678,1,Blue Rain Express,www.blueraincarwash.com,95,Express Tunnel,0.95,,"The scraped content frequently highlights terms and services indicative of an Express Tunnel car wash, such as 'express car wash,' '3-minute wash,' 'unlimited wash memberships,' and 'stay in vehicle.' Additionally, customers are instructed to 'select service upon arrival,' which aligns with the process for express exterior washes. Free vacuum facilities are mentioned, further supporting the Express Tunnel classification. No indicators for other service types (e.g., interior cleaning or hand washing) were found, which strengthens our confidence in this classification."
blueskycw_000466,1,Blue Sky Englewood,http://blueskycarwashes.com/,90,Express Tunnel,0.95,,"The text strongly emphasizes features consistent with an Express Tunnel car wash. Phrases like 'our tunnel will recognize your car,' 'express car wash,' 'less than 3-1/2 minutes,' and 'unlimited washes for $29 a month' clearly point to an express-tunnel service. Free vacuums are also a common perk of this type of car wash. The absence of mentions of interior cleaning, hand washing, or mobile services, combined with the tunnel and stay-in-vehicle features, firmly classify this as an Express Tunnel. No indications of secondary types were detected."
blueskyexpress_000138,1,Blue Sky Express,www.blueskycarwashes.com,95,Express Tunnel,0.95,,"The website explicitly labels itself as an 'express car wash' and emphasizes the presence of a tunnel that recognizes the car, which aligns with the Express Tunnel classification. The mention of 'unlimited memberships,' 'fast 3-1/2 minute wash,' and 'free vacuums' further support this classification. No evidence of interior cleaning by staff, self-serve options, touchless technology, or detailing services was found, which rules out other categories."
bluerainexp_000678,2,Blue Rain Express,www.blueraincarwash.com,95,Express Tunnel,0.95,,"The website prominently identifies itself as 'Blue Rain Express Car Wash,' which strongly suggests it is an express tunnel system. Key markers such as 'Unlimited Wash Club,' '3-minute car wash,' and 'stay in vehicle' indicate the typical attributes of express tunnel car washes. Furthermore, there is no mention of interior cleaning, hand wash, or detailing, eliminating Full Service, Hand Wash / Detail, or Self-Serve categories. The absence of phrases like 'touchless' or 'no brushes' rules out Touchless as a primary type. Additionally, the availability of a conveyor-like process based on timing aligns with an 'Express Tunnel' classification."
bluewaterexp_000408,1,Blue Water Express,www.bluewatercarwash.com,95,Express Tunnel,0.5,,name-heuristic: 'express' in client_name (was Unknown)
bluewave_000567,4,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,9,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,10,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,11,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,12,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,13,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,14,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,15,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,16,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,17,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,18,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,19,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,20,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,21,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,22,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,23,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,24,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,25,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,26,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,27,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,28,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,29,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,30,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,31,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,32,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,33,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,34,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,35,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,36,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,37,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,38,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,39,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,40,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
bluewave_000567,41,BlueWave,www.bluewaveexpress.com,95,Express Tunnel,0.95,,"The presence of keywords such as 'Unlimited Express Pass,' 'Go Unlimited,' 'stay in vehicle,' and 'free vacuums' strongly indicate this is an Express Tunnel car wash. Expressions like 'Friendly. Fast. Fun!' and 'car washing quality you can trust' are consistent with the marketing language often used by express tunnel car washes. The website makes no mention of interior cleaning, hand washing, or staff assistance with the cleaning process, eliminating Full Service or Hand Wash as possibilities. The inclusion of free amenities such as vacuums and towel exchanges is common in self-service areas adjoining express tunnels but does not point to a pure Self-Serve classification. No references to touchless technologies, mobile services, or flex services were found. The high confidence score reflects the strong alignment of the text with the Express Tunnel model."
